year mo dy flow_cfs
1990 07 13 4999
1990 07 14 4540
1990 07 15 4073
1990 07 16 3701
1990 07 17 3552
1990 07 18 3346
1990 07 19 2980
1990 07 20 2523
1990 07 21 2861
1990 07 22 2385
1990 07 23 2221
1990 07 24 3135
1990 07 25 2549
1990 07 26 2753
1990 07 27 2549
1990 07 28 2286
1990 07 29 2047
1990 07 30 2163
1990 07 31 1954
1990 08 01 2386
1990 08 02 1626
1990 08 03 1872
1990 08 04 1444
1990 08 05 1644
1990 08 06 1515
1990 08 07 1700
1990 08 08 1557
1990 08 09 1556
1990 08 10 1356
1990 08 11 1107
1990 08 12 1397
1990 08 13 1259
1990 08 14 1340
1990 08 15 908
1990 08 16 1260
1990 08 17 924
1990 08 18 1200
1990 08 19 1490
1990 08 20 1636
1990 08 21 1572
1990 08 22 1160
1990 08 23 1304
1990 08 24 1121
1990 08 25 1417
1990 08 26 1514
1990 08 27 1046
1990 08 28 1112
1990 08 29 1000
1990 08 30 1288
1990 08 31 858
1990 09 01 888
1990 09 02 649
1990 09 03 972
1990 09 04 1189
1990 09 05 1076
1990 09 06 1076
1990 09 07 1065
1990 09 08 1115
1990 09 09 858
1990 09 10 966
1990 09 11 1015
1990 09 12 680
1990 09 13 778
1990 09 14 659
1990 09 15 659
1990 09 16 908
1990 09 17 798
1990 09 18 798
1990 09 19 818
1990 09 20 712
1990 09 21 722
1990 09 22 848
1990 09 23 742
1990 09 24 666
1990 09 25 932
1990 09 26 716
1990 09 27 330
1990 09 28 686
1990 09 29 544
1990 09 30 726
1990 10 01 1150
1990 10 02 1050
1990 10 03 1271
1990 10 04 1927
1990 10 05 1372
1990 10 06 1170
1990 10 07 858
1990 10 08 1080
1990 10 09 923
1990 10 10 2148
1990 10 11 893
1990 10 12 1160
1990 10 13 1066
1990 10 14 1130
1990 10 15 1031
1990 10 16 1831
1990 10 17 1387
1990 10 18 1225
1990 10 19 1523
1990 10 20 1659
1990 10 21 2390
1990 10 22 1754
1990 10 23 1754
1990 10 24 1244
1990 10 25 1553
1990 10 26 1976
1990 10 27 1804
1990 10 28 1976
1990 10 29 2016
1990 10 30 2122
1990 10 31 2863
1990 11 01 2546
1990 11 02 1719
1990 11 03 2248
1990 11 04 2767
1990 11 05 1930
1990 11 06 1773
1990 11 07 1247
1990 11 08 1643
1990 11 09 4436
1990 11 10 7355
1990 11 11 5691
1990 11 12 4874
1990 11 13 4281
1990 11 14 4082
1990 11 15 3506
1990 11 16 2913
1990 11 17 2858
1990 11 18 2653
1990 11 19 2330
1990 11 20 2489
1990 11 21 2532
1990 11 22 3069
1990 11 23 2750
1990 11 24 6043
1990 11 25 10284
1990 11 26 7206
1990 11 27 5725
1990 11 28 3913
1990 11 29 3423
1990 11 30 3310
1990 12 01 3508
1990 12 02 2340
1990 12 03 2473
1990 12 04 2814
1990 12 05 1649
1990 12 06 1884
1990 12 07 1551
1990 12 08 2009
1990 12 09 2019
1990 12 10 3191
1990 12 11 3719
1990 12 12 2441
1990 12 13 1977
1990 12 14 1878
1990 12 15 1848
1990 12 16 2217
1990 12 17 2954
1990 12 18 1710
1990 12 19 2140
1990 12 20 671
1990 12 21 1028
1990 12 22 1020
1990 12 23 1666
1990 12 24 1775
1990 12 25 1255
1990 12 26 1891
1990 12 27 2102
1990 12 28 1467
1990 12 29 852
1990 12 30 1220
1990 12 31 2047
1991 01 01 2143
1991 01 02 1028
1991 01 03 1537
1991 01 04 1220
1991 01 05 1336
1991 01 06 1038
1991 01 07 1270
1991 01 08 2137
1991 01 09 1502
1991 01 10 1053
1991 01 11 1829
1991 01 12 2051
1991 01 13 2162
1991 01 14 1758
1991 01 15 2071
1991 01 16 1476
1991 01 17 1677
1991 01 18 1486
1991 01 19 1688
1991 01 20 1314
1991 01 21 1002
1991 01 22 1728
1991 01 23 548
1991 01 24 1243
1991 01 25 1133
1991 01 26 1011
1991 01 27 1107
1991 01 28 1390
1991 01 29 956
1991 01 30 956
1991 01 31 1243
1991 02 01 1147
1991 02 02 1475
1991 02 03 986
1991 02 04 1379
1991 02 05 1101
1991 02 06 1389
1991 02 07 1389
1991 02 08 1102
1991 02 09 1217
1991 02 10 1403
1991 02 11 1343
1991 02 12 1897
1991 02 13 1596
1991 02 14 1145
1991 02 15 1262
1991 02 16 1907
1991 02 17 1746
1991 02 18 1499
1991 02 19 2593
1991 02 20 3037
1991 02 21 2835
1991 02 22 2779
1991 02 23 2162
1991 02 24 2190
1991 02 25 2185
1991 02 26 1685
1991 02 27 2038
1991 02 28 1770
1991 03 01 1516
1991 03 02 2025
1991 03 03 2327
1991 03 04 2360
1991 03 05 1526
1991 03 06 2014
1991 03 07 1624
1991 03 08 1150
1991 03 09 1730
1991 03 10 1569
1991 03 11 1266
1991 03 12 2119
1991 03 13 1402
1991 03 14 1321
1991 03 15 1321
1991 03 16 1331
1991 03 17 1315
1991 03 18 1342
1991 03 19 1352
1991 03 20 1489
1991 03 21 1400
1991 03 22 1076
1991 03 23 1470
1991 03 24 1539
1991 03 25 1136
1991 03 26 1273
1991 03 27 1401
1991 03 28 1785
1991 03 29 1262
1991 03 30 1472
1991 03 31 1462
1991 04 01 1346
1991 04 02 1982
1991 04 03 2212
1991 04 04 3080
1991 04 05 6699
1991 04 06 7683
1991 04 07 6128
1991 04 08 4881
1991 04 09 4963
1991 04 10 3914
1991 04 11 3484
1991 04 12 3521
1991 04 13 3314
1991 04 14 3476
1991 04 15 3401
1991 04 16 2928
1991 04 17 3400
1991 04 18 3091
1991 04 19 3476
1991 04 20 3701
1991 04 21 4578
1991 04 22 5640
1991 04 23 7343
1991 04 24 9477
1991 04 25 9663
1991 04 26 8109
1991 04 27 7083
1991 04 28 5964
1991 04 29 5312
1991 04 30 5056
1991 05 01 4847
1991 05 02 4660
1991 05 03 4210
1991 05 04 4510
1991 05 05 4201
1991 05 06 4063
1991 05 07 5970
1991 05 08 7725
1991 05 09 10740
1991 05 10 9476
1991 05 11 8962
1991 05 12 13090
1991 05 13 18899
1991 05 14 16515
1991 05 15 15562
1991 05 16 15708
1991 05 17 17630
1991 05 18 26811
1991 05 19 33340
1991 05 20 27485
1991 05 21 22113
1991 05 22 20311
1991 05 23 21409
1991 05 24 19943
1991 05 25 21775
1991 05 26 18671
1991 05 27 15003
1991 05 28 12862
1991 05 29 12838
1991 05 30 13567
1991 05 31 14169
1991 06 01 15864
1991 06 02 19945
1991 06 03 22663
1991 06 04 22611
1991 06 05 19313
1991 06 06 18514
1991 06 07 23234
1991 06 08 19582
1991 06 09 18953
1991 06 10 18939
1991 06 11 22991
1991 06 12 22279
1991 06 13 17554
1991 06 14 14382
1991 06 15 11822
1991 06 16 10443
1991 06 17 10430
1991 06 18 9236
1991 06 19 9872
1991 06 20 12269
1991 06 21 19761
1991 06 22 18712
1991 06 23 18653
1991 06 24 15427
1991 06 25 15698
1991 06 26 14555
1991 06 27 14074
1991 06 28 13623
1991 06 29 13246
1991 06 30 20089
1991 07 01 18685
1991 07 02 14904
1991 07 03 14700
1991 07 04 15223
1991 07 05 14444
1991 07 06 12953
1991 07 07 10509
1991 07 08 9607
1991 07 09 9010
1991 07 10 8459
1991 07 11 7781
1991 07 12 7032
1991 07 13 6996
1991 07 14 5815
1991 07 15 6985
1991 07 16 5690
1991 07 17 5072
1991 07 18 5054
1991 07 19 4484
1991 07 20 3958
1991 07 21 3587
1991 07 22 3596
1991 07 23 3496
1991 07 24 3563
1991 07 25 3313
1991 07 26 2640
1991 07 27 2700
1991 07 28 2624
1991 07 29 2624
1991 07 30 2156
1991 07 31 2274
1991 08 01 3084
1991 08 02 2624
1991 08 03 2006
1991 08 04 2242
1991 08 05 1776
1991 08 06 2134
1991 08 07 2299
1991 08 08 1672
1991 08 09 2049
1991 08 10 1070
1991 08 11 1528
1991 08 12 1673
1991 08 13 1674
1991 08 14 1078
1991 08 15 1307
1991 08 16 1358
1991 08 17 1224
1991 08 18 1193
1991 08 19 1166
1991 08 20 947
1991 08 21 1068
1991 08 22 1203
1991 08 23 823
1991 08 24 1063
1991 08 25 913
1991 08 26 1258
1991 08 27 1524
1991 08 28 1057
1991 08 29 1161
1991 08 30 1121
1991 08 31 738
1991 09 01 871
1991 09 02 353
1991 09 03 779
1991 09 04 1134
1991 09 05 943
1991 09 06 918
1991 09 07 691
1991 09 08 1653
1991 09 09 707
1991 09 10 634
1991 09 11 1101
1991 09 12 950
1991 09 13 1162
1991 09 14 1257
1991 09 15 855
1991 09 16 583
1991 09 17 1592
1991 09 18 383
1991 09 19 945
1991 09 20 186
1991 09 21 826
1991 09 22 766
1991 09 23 1320
1991 09 24 1159
1991 09 25 612
1991 09 26 945
1991 09 27 1066
1991 09 28 809
1991 09 29 930
1991 09 30 1099
1991 10 01 374
1991 10 02 30
1991 10 03 803
1991 10 04 1147
1991 10 05 592
1991 10 06 736
1991 10 07 730
1991 10 08 842
1991 10 09 624
1991 10 10 636
1991 10 11 524
1991 10 12 271
1991 10 13 463
1991 10 14 951
1991 10 15 790
1991 10 16 1168
1991 10 17 337
1991 10 18 377
1991 10 19 470
1991 10 20 987
1991 10 21 941
1991 10 22 352
1991 10 23 756
1991 10 24 1169
1991 10 25 977
1991 10 26 977
1991 10 27 50
1991 10 28 564
1991 10 29 592
1991 10 30 226
1991 10 31 730
1991 11 01 125
1991 11 02 428
1991 11 03 1738
1991 11 04 24
1991 11 05 1024
1991 11 06 833
1991 11 07 650
1991 11 08 1561
1991 11 09 1452
1991 11 10 928
1991 11 11 988
1991 11 12 1300
1991 11 13 1242
1991 11 14 1206
1991 11 15 846
1991 11 16 638
1991 11 17 1253
1991 11 18 996
1991 11 19 783
1991 11 20 1639
1991 11 21 1970
1991 11 22 1062
1991 11 23 827
1991 11 24 873
1991 11 25 1721
1991 11 26 1183
1991 11 27 987
1991 11 28 1465
1991 11 29 821
1991 11 30 208
1991 12 01 1312
1991 12 02 934
1991 12 03 760
1991 12 04 1261
1991 12 05 1997
1991 12 06 1520
1991 12 07 1318
1991 12 08 1232
1991 12 09 1241
1991 12 10 731
1991 12 11 1134
1991 12 12 1254
1991 12 13 901
1991 12 14 538
1991 12 15 749
1991 12 16 623
1991 12 17 895
1991 12 18 966
1991 12 19 1138
1991 12 20 684
1991 12 21 522
1991 12 22 966
1991 12 23 971
1991 12 24 1016
1991 12 25 1199
1991 12 26 503
1991 12 27 975
1991 12 28 637
1991 12 29 456
1991 12 30 789
1991 12 31 380
1992 01 01 733
1992 01 02 819
1992 01 03 380
1992 01 04 627
1992 01 05 627
1992 01 06 396
1992 01 07 684
1992 01 08 1153
1992 01 09 726
1992 01 10 341
1992 01 11 923
1992 01 12 747
1992 01 13 591
1992 01 14 933
1992 01 15 651
1992 01 16 671
1992 01 17 444
1992 01 18 760
1992 01 19 344
1992 01 20 406
1992 01 21 824
1992 01 22 491
1992 01 23 1701
1992 01 24 716
1992 01 25 1069
1992 01 26 605
1992 01 27 757
1992 01 28 1786
1992 01 29 839
1992 01 30 830
1992 01 31 1233
1992 02 01 991
1992 02 02 828
1992 02 03 929
1992 02 04 848
1992 02 05 848
1992 02 06 887
1992 02 07 595
1992 02 08 675
1992 02 09 998
1992 02 10 847
1992 02 11 625
1992 02 12 786
1992 02 13 867
1992 02 14 605
1992 02 15 675
1992 02 16 675
1992 02 17 766
1992 02 18 998
1992 02 19 605
1992 02 20 1005
1992 02 21 1117
1992 02 22 1392
1992 02 23 686
1992 02 24 745
1992 02 25 1017
1992 02 26 838
1992 02 27 750
1992 02 28 1044
1992 02 29 985
1992 03 01 1299
1992 03 02 1162
1992 03 03 1711
1992 03 04 1796
1992 03 05 1735
1992 03 06 1813
1992 03 07 1645
1992 03 08 1974
1992 03 09 1670
1992 03 10 1582
1992 03 11 1443
1992 03 12 1812
1992 03 13 1655
1992 03 14 2124
1992 03 15 1981
1992 03 16 2589
1992 03 17 2526
1992 03 18 2594
1992 03 19 2669
1992 03 20 2437
1992 03 21 2448
1992 03 22 2018
1992 03 23 1936
1992 03 24 1877
1992 03 25 1962
1992 03 26 2126
1992 03 27 1962
1992 03 28 2284
1992 03 29 2041
1992 03 30 2120
1992 03 31 2138
1992 04 01 2470
1992 04 02 3136
1992 04 03 4103
1992 04 04 5002
1992 04 05 4913
1992 04 06 4351
1992 04 07 3141
1992 04 08 3208
1992 04 09 3176
1992 04 10 2647
1992 04 11 2708
1992 04 12 2728
1992 04 13 2657
1992 04 14 3071
1992 04 15 3031
1992 04 16 3489
1992 04 17 7320
1992 04 18 7537
1992 04 19 6489
1992 04 20 5924
1992 04 21 5975
1992 04 22 5894
1992 04 23 5753
1992 04 24 4739
1992 04 25 4475
1992 04 26 4476
1992 04 27 5365
1992 04 28 8279
1992 04 29 9694
1992 04 30 14361
1992 05 01 12266
1992 05 02 10726
1992 05 03 9268
1992 05 04 9737
1992 05 05 10432
1992 05 06 11834
1992 05 07 14533
1992 05 08 15536
1992 05 09 15506
1992 05 10 12424
1992 05 11 9482
1992 05 12 7519
1992 05 13 6817
1992 05 14 6431
1992 05 15 6531
1992 05 16 6821
1992 05 17 6821
1992 05 18 7398
1992 05 19 10180
1992 05 20 11527
1992 05 21 11143
1992 05 22 9512
1992 05 23 9128
1992 05 24 9607
1992 05 25 9882
1992 05 26 10143
1992 05 27 11620
1992 05 28 9397
1992 05 29 10572
1992 05 30 8212
1992 05 31 8717
1992 06 01 7786
1992 06 02 7619
1992 06 03 8174
1992 06 04 6567
1992 06 05 6243
1992 06 06 5366
1992 06 07 4601
1992 06 08 4983
1992 06 09 4378
1992 06 10 5246
1992 06 11 4691
1992 06 12 4812
1992 06 13 7218
1992 06 14 7222
1992 06 15 4763
1992 06 16 5142
1992 06 17 4759
1992 06 18 4265
1992 06 19 4154
1992 06 20 3253
1992 06 21 3497
1992 06 22 3392
1992 06 23 3025
1992 06 24 2833
1992 06 25 2732
1992 06 26 2715
1992 06 27 3126
1992 06 28 1655
1992 06 29 3106
1992 06 30 3216
1992 07 01 2860
1992 07 02 2772
1992 07 03 2651
1992 07 04 2494
1992 07 05 1787
1992 07 06 2149
1992 07 07 2907
1992 07 08 1912
1992 07 09 2117
1992 07 10 1980
1992 07 11 2631
1992 07 12 2024
1992 07 13 2066
1992 07 14 1630
1992 07 15 1528
1992 07 16 1673
1992 07 17 1709
1992 07 18 1490
1992 07 19 1223
1992 07 20 1666
1992 07 21 1532
1992 07 22 1422
1992 07 23 1331
1992 07 24 1513
1992 07 25 1344
1992 07 26 879
1992 07 27 1253
1992 07 28 1139
1992 07 29 837
1992 07 30 1080
1992 07 31 1209
1992 08 01 947
1992 08 02 791
1992 08 03 793
1992 08 04 987
1992 08 05 815
1992 08 06 775
1992 08 07 1072
1992 08 08 949
1992 08 09 903
1992 08 10 686
1992 08 11 1102
1992 08 12 1006
1992 08 13 1026
1992 08 14 950
1992 08 15 797
1992 08 16 606
1992 08 17 954
1992 08 18 703
1992 08 19 713
1992 08 20 310
1992 08 21 294
1992 08 22 1146
1992 08 23 783
1992 08 24 985
1992 08 25 304
1992 08 26 1040
1992 08 27 833
1992 08 28 520
1992 08 29 1175
1992 08 30 802
1992 08 31 641
1992 09 01 640
1992 09 02 629
1992 09 03 515
1992 09 04 1412
1992 09 05 507
1992 09 06 533
1992 09 07 714
1992 09 08 702
1992 09 09 1522
1992 09 10 886
1992 09 11 836
1992 09 12 1612
1992 09 13 1345
1992 09 14 546
1992 09 15 1768
1992 09 16 989
1992 09 17 1102
1992 09 18 756
1992 09 19 1359
1992 09 20 1374
1992 09 21 779
1992 09 22 1454
1992 09 23 879
1992 09 24 1565
1992 09 25 2069
1992 09 26 1952
1992 09 27 2438
1992 09 28 2027
1992 09 29 1782
1992 09 30 1784
1992 10 01 1316
1992 10 02 1490
1992 10 03 1236
1992 10 04 1094
1992 10 05 647
1992 10 06 1495
1992 10 07 1180
1992 10 08 707
1992 10 09 1292
1992 10 10 1090
1992 10 11 1246
1992 10 12 1320
1992 10 13 1508
1992 10 14 1144
1992 10 15 753
1992 10 16 1006
1992 10 17 829
1992 10 18 756
1992 10 19 956
1992 10 20 886
1992 10 21 813
1992 10 22 1106
1992 10 23 886
1992 10 24 896
1992 10 25 1023
1992 10 26 823
1992 10 27 823
1992 10 28 936
1992 10 29 999
1992 10 30 979
1992 10 31 1043
1992 11 01 1169
1992 11 02 1053
1992 11 03 959
1992 11 04 886
1992 11 05 812
1992 11 06 792
1992 11 07 1563
1992 11 08 1860
1992 11 09 1623
1992 11 10 1183
1992 11 11 952
1992 11 12 1029
1992 11 13 962
1992 11 14 1046
1992 11 15 962
1992 11 16 1026
1992 11 17 889
1992 11 18 1036
1992 11 19 952
1992 11 20 908
1992 11 21 1305
1992 11 22 1507
1992 11 23 1004
1992 11 24 528
1992 11 25 616
1992 11 26 673
1992 11 27 762
1992 11 28 762
1992 11 29 811
1992 11 30 890
1992 12 01 959
1992 12 02 599
1992 12 03 571
1992 12 04 357
1992 12 05 553
1992 12 06 494
1992 12 07 442
1992 12 08 1104
1992 12 09 655
1992 12 10 1118
1992 12 11 645
1992 12 12 509
1992 12 13 382
1992 12 14 706
1992 12 15 937
1992 12 16 532
1992 12 17 594
1992 12 18 793
1992 12 19 975
1992 12 20 931
1992 12 21 1042
1992 12 22 407
1992 12 23 749
1992 12 24 739
1992 12 25 695
1992 12 26 886
1992 12 27 698
1992 12 28 236
1992 12 29 498
1992 12 30 762
1992 12 31 655
1993 01 01 675
1993 01 02 1040
1993 01 03 1040
1993 01 04 1040
1993 01 05 404
1993 01 06 757
1993 01 07 656
1993 01 08 555
1993 01 09 393
1993 01 10 731
1993 01 11 786
1993 01 12 660
1993 01 13 508
1993 01 14 392
1993 01 15 777
1993 01 16 899
1993 01 17 814
1993 01 18 718
1993 01 19 606
1993 01 20 1023
1993 01 21 453
1993 01 22 557
1993 01 23 853
1993 01 24 508
1993 01 25 1094
1993 01 26 774
1993 01 27 840
1993 01 28 895
1993 01 29 791
1993 01 30 719
1993 01 31 752
1993 02 01 726
1993 02 02 683
1993 02 03 779
1993 02 04 738
1993 02 05 670
1993 02 06 645
1993 02 07 534
1993 02 08 646
1993 02 09 595
1993 02 10 550
1993 02 11 820
1993 02 12 872
1993 02 13 799
1993 02 14 884
1993 02 15 713
1993 02 16 523
1993 02 17 654
1993 02 18 589
1993 02 19 425
1993 02 20 730
1993 02 21 810
1993 02 22 679
1993 02 23 787
1993 02 24 594
1993 02 25 579
1993 02 26 524
1993 02 27 217
1993 02 28 1011
1993 03 01 622
1993 03 02 692
1993 03 03 734
1993 03 04 574
1993 03 05 549
1993 03 06 812
1993 03 07 893
1993 03 08 818
1993 03 09 1013
1993 03 10 773
1993 03 11 857
1993 03 12 713
1993 03 13 672
1993 03 14 912
1993 03 15 1007
1993 03 16 926
1993 03 17 997
1993 03 18 1063
1993 03 19 888
1993 03 20 911
1993 03 21 867
1993 03 22 1058
1993 03 23 1194
1993 03 24 1798
1993 03 25 2218
1993 03 26 2719
1993 03 27 2958
1993 03 28 2758
1993 03 29 2531
1993 03 30 2573
1993 03 31 2506
1993 04 01 2591
1993 04 02 3029
1993 04 03 3288
1993 04 04 3505
1993 04 05 4764
1993 04 06 4142
1993 04 07 3619
1993 04 08 3378
1993 04 09 3903
1993 04 10 4023
1993 04 11 3659
1993 04 12 3254
1993 04 13 3177
1993 04 14 2972
1993 04 15 2804
1993 04 16 2889
1993 04 17 2765
1993 04 18 3284
1993 04 19 3676
1993 04 20 3496
1993 04 21 3374
1993 04 22 3339
1993 04 23 3856
1993 04 24 4224
1993 04 25 3843
1993 04 26 4111
1993 04 27 3925
1993 04 28 3612
1993 04 29 3601
1993 04 30 3698
1993 05 01 3956
1993 05 02 4686
1993 05 03 4785
1993 05 04 5133
1993 05 05 5684
1993 05 06 7209
1993 05 07 9552
1993 05 08 8363
1993 05 09 6611
1993 05 10 5857
1993 05 11 8988
1993 05 12 15371
1993 05 13 20083
1993 05 14 23913
1993 05 15 25383
1993 05 16 22733
1993 05 17 21977
1993 05 18 20140
1993 05 19 18872
1993 05 20 19662
1993 05 21 18918
1993 05 22 17287
1993 05 23 14032
1993 05 24 11543
1993 05 25 11234
1993 05 26 11632
1993 05 27 12616
1993 05 28 12956
1993 05 29 14035
1993 05 30 13018
1993 05 31 11069
1993 06 01 14619
1993 06 02 13226
1993 06 03 10264
1993 06 04 8626
1993 06 05 8201
1993 06 06 7649
1993 06 07 7600
1993 06 08 7461
1993 06 09 7142
1993 06 10 6272
1993 06 11 6347
1993 06 12 6976
1993 06 13 6189
1993 06 14 5718
1993 06 15 6352
1993 06 16 5956
1993 06 17 5802
1993 06 18 5149
1993 06 19 5474
1993 06 20 5634
1993 06 21 5477
1993 06 22 5636
1993 06 23 6660
1993 06 24 7226
1993 06 25 6810
1993 06 26 7225
1993 06 27 7222
1993 06 28 7155
1993 06 29 7949
1993 06 30 7093
1993 07 01 6409
1993 07 02 5892
1993 07 03 5978
1993 07 04 6920
1993 07 05 11104
1993 07 06 12106
1993 07 07 9382
1993 07 08 7499
1993 07 09 7850
1993 07 10 6160
1993 07 11 5793
1993 07 12 5486
1993 07 13 5330
1993 07 14 5325
1993 07 15 4048
1993 07 16 4230
1993 07 17 3952
1993 07 18 3771
1993 07 19 3606
1993 07 20 3971
1993 07 21 3491
1993 07 22 3298
1993 07 23 2912
1993 07 24 3295
1993 07 25 2815
1993 07 26 2909
1993 07 27 3100
1993 07 28 2618
1993 07 29 2425
1993 07 30 2039
1993 07 31 2039
1993 08 01 2213
1993 08 02 2115
1993 08 03 1830
1993 08 04 1832
1993 08 05 1927
1993 08 06 1641
1993 08 07 1832
1993 08 08 1574
1993 08 09 1449
1993 08 10 1354
1993 08 11 1411
1993 08 12 1412
1993 08 13 1118
1993 08 14 1371
1993 08 15 1554
1993 08 16 1266
1993 08 17 2504
1993 08 18 2005
1993 08 19 1648
1993 08 20 1581
1993 08 21 1650
1993 08 22 1509
1993 08 23 1575
1993 08 24 991
1993 08 25 1300
1993 08 26 837
1993 08 27 903
1993 08 28 1630
1993 08 29 1576
1993 08 30 1586
1993 08 31 1494
1993 09 01 1423
1993 09 02 1425
1993 09 03 1710
1993 09 04 1336
1993 09 05 1906
1993 09 06 1520
1993 09 07 1304
1993 09 08 1817
1993 09 09 1534
1993 09 10 1527
1993 09 11 1198
1993 09 12 1924
1993 09 13 950
1993 09 14 1339
1993 09 15 2004
1993 09 16 1586
1993 09 17 1208
1993 09 18 1353
1993 09 19 1363
1993 09 20 1333
1993 09 21 1283
1993 09 22 1505
1993 09 23 1292
1993 09 24 889
1993 09 25 1106
1993 09 26 1065
1993 09 27 1092
1993 09 28 1666
1993 09 29 1312
1993 09 30 801
1993 10 01 1424
1993 10 02 758
1993 10 03 979
1993 10 04 959
1993 10 05 988
1993 10 06 988
1993 10 07 895
1993 10 08 971
1993 10 09 931
1993 10 10 859
1993 10 11 911
1993 10 12 881
1993 10 13 1267
1993 10 14 1252
1993 10 15 860
1993 10 16 997
1993 10 17 806
1993 10 18 816
1993 10 19 644
1993 10 20 644
1993 10 21 664
1993 10 22 924
1993 10 23 591
1993 10 24 677
1993 10 25 591
1993 10 26 524
1993 10 27 909
1993 10 28 813
1993 10 29 480
1993 10 30 662
1993 10 31 737
1993 11 01 823
1993 11 02 919
1993 11 03 823
1993 11 04 566
1993 11 05 737
1993 11 06 717
1993 11 07 833
1993 11 08 480
1993 11 09 662
1993 11 10 484
1993 11 11 696
1993 11 12 747
1993 11 13 820
1993 11 14 653
1993 11 15 727
1993 11 16 246
1993 11 17 920
1993 11 18 1003
1993 11 19 995
1993 11 20 398
1993 11 21 1053
1993 11 22 1357
1993 11 23 975
1993 11 24 388
1993 11 25 490
1993 11 26 641
1993 11 27 573
1993 11 28 1012
1993 11 29 816
1993 11 30 1404
1993 12 01 816
1993 12 02 1003
1993 12 03 866
1993 12 04 1552
1993 12 05 396
1993 12 06 600
1993 12 07 735
1993 12 08 843
1993 12 09 726
1993 12 10 1462
1993 12 11 606
1993 12 12 639
1993 12 13 930
1993 12 14 916
1993 12 15 593
1993 12 16 1116
1993 12 17 236
1993 12 18 109
1993 12 19 1073
1993 12 20 653
1993 12 21 382
1993 12 22 868
1993 12 23 739
1993 12 24 444
1993 12 25 533
1993 12 26 612
1993 12 27 493
1993 12 28 297
1993 12 29 799
1993 12 30 405
1993 12 31 778
1994 01 01 873
1994 01 02 1255
1994 01 03 511
1994 01 04 1275
1994 01 05 883
1994 01 06 722
1994 01 07 957
1994 01 08 853
1994 01 09 616
1994 01 10 676
1994 01 11 510
1994 01 12 1516
1994 01 13 1184
1994 01 14 991
1994 01 15 961
1994 01 16 679
1994 01 17 719
1994 01 18 986
1994 01 19 833
1994 01 20 859
1994 01 21 463
1994 01 22 935
1994 01 23 710
1994 01 24 1010
1994 01 25 890
1994 01 26 939
1994 01 27 918
1994 01 28 593
1994 01 29 497
1994 01 30 791
1994 01 31 692
1994 02 01 709
1994 02 02 765
1994 02 03 430
1994 02 04 581
1994 02 05 874
1994 02 06 733
1994 02 07 481
1994 02 08 642
1994 02 09 746
1994 02 10 841
1994 02 11 865
1994 02 12 1145
1994 02 13 612
1994 02 14 485
1994 02 15 783
1994 02 16 548
1994 02 17 902
1994 02 18 871
1994 02 19 816
1994 02 20 695
1994 02 21 574
1994 02 22 1018
1994 02 23 834
1994 02 24 810
1994 02 25 539
1994 02 26 589
1994 02 27 527
1994 02 28 878
1994 03 01 487
1994 03 02 602
1994 03 03 1908
1994 03 04 2166
1994 03 05 2821
1994 03 06 2090
1994 03 07 1699
1994 03 08 1511
1994 03 09 1444
1994 03 10 1320
1994 03 11 1294
1994 03 12 1284
1994 03 13 1294
1994 03 14 1199
1994 03 15 1366
1994 03 16 1681
1994 03 17 1241
1994 03 18 2565
1994 03 19 1657
1994 03 20 1838
1994 03 21 1758
1994 03 22 1328
1994 03 23 1510
1994 03 24 1318
1994 03 25 1316
1994 03 26 1247
1994 03 27 1247
1994 03 28 1161
1994 03 29 1290
1994 03 30 1280
1994 03 31 1597
1994 04 01 2150
1994 04 02 2425
1994 04 03 3204
1994 04 04 3764
1994 04 05 3465
1994 04 06 3424
1994 04 07 2694
1994 04 08 2805
1994 04 09 2836
1994 04 10 2654
1994 04 11 2743
1994 04 12 3472
1994 04 13 4208
1994 04 14 3516
1994 04 15 3473
1994 04 16 3564
1994 04 17 5290
1994 04 18 9436
1994 04 19 13681
1994 04 20 10358
1994 04 21 14047
1994 04 22 18434
1994 04 23 18019
1994 04 24 15601
1994 04 25 13286
1994 04 26 10207
1994 04 27 8729
1994 04 28 7076
1994 04 29 6310
1994 04 30 5643
1994 05 01 5855
1994 05 02 5689
1994 05 03 5417
1994 05 04 5507
1994 05 05 6470
1994 05 06 6983
1994 05 07 9830
1994 05 08 12217
1994 05 09 15046
1994 05 10 17177
1994 05 11 17746
1994 05 12 19696
1994 05 13 18988
1994 05 14 12713
1994 05 15 12845
1994 05 16 11597
1994 05 17 9732
1994 05 18 8783
1994 05 19 8294
1994 05 20 8149
1994 05 21 9669
1994 05 22 9475
1994 05 23 8527
1994 05 24 9044
1994 05 25 9847
1994 05 26 11022
1994 05 27 12055
1994 05 28 11679
1994 05 29 10360
1994 05 30 8628
1994 05 31 7133
1994 06 01 8453
1994 06 02 8299
1994 06 03 8067
1994 06 04 8614
1994 06 05 8651
1994 06 06 8309
1994 06 07 8698
1994 06 08 7161
1994 06 09 6107
1994 06 10 5462
1994 06 11 5309
1994 06 12 5752
1994 06 13 6542
1994 06 14 7706
1994 06 15 6120
1994 06 16 5551
1994 06 17 5137
1994 06 18 4736
1994 06 19 4774
1994 06 20 4772
1994 06 21 4171
1994 06 22 4943
1994 06 23 4587
1994 06 24 4411
1994 06 25 4330
1994 06 26 3904
1994 06 27 3990
1994 06 28 3472
